step,who,wealth,payoffs,choices,strategy,tau
56,3,-35.525420242000294,0,0,1,1
57,3,-35.525420242000294,1.6326530612244898,2,1,1
58,3,-35.525420242000294,0,0,1,1
59,3,-35.525420242000294,1.7777777777777777,2,1,1
60,3,-35.525420242000294,0,2,1,1
61,3,-35.525420242000294,0,0,1,1
62,3,-35.525420242000294,1.8181818181818181,2,1,1
63,3,-35.525420242000294,0,0,1,1
64,3,-35.525420242000294,1.509433962264151,0,1,1
65,3,-35.525420242000294,0,1,1,1
66,3,-35.525420242000294,0,2,1,1
67,3,-35.525420242000294,0,0,1,1
68,3,-35.525420242000294,0,1,1,1
69,3,-35.525420242000294,0,1,1,1
70,3,-35.525420242000294,0,2,1,1
71,3,-35.525420242000294,0,0,1,1
72,3,-35.525420242000294,1.951219512195122,1,1,1
73,3,-35.525420242000294,0,2,1,1
74,3,-35.525420242000294,0,0,1,1
75,3,-35.525420242000294,0,0,1,1
76,3,-35.525420242000294,0,2,1,1
77,3,-35.525420242000294,0,0,1,1
78,3,-35.525420242000294,0,0,1,1
79,3,-35.525420242000294,0,1,1,1
80,3,-35.525420242000294,0,0,1,1
81,3,-35.525420242000294,1.702127659574468,0,1,1
82,3,-35.525420242000294,0,2,1,1
83,3,-35.525420242000294,0,2,1,1
84,3,-35.525420242000294,0,0,1,1
85,3,-35.525420242000294,0,0,1,1
86,3,-35.525420242000294,1.7391304347826086,1,1,1
87,3,-35.525420242000294,1.7391304347826086,0,1,1
88,3,-35.525420242000294,0,1,1,1
89,3,-35.525420242000294,0,1,1,1
90,3,-35.525420242000294,0,1,1,1
91,3,-35.525420242000294,0,2,1,1
92,3,-35.525420242000294,0,1,1,1
93,3,-35.525420242000294,2.051282051282051,1,1,1
94,3,-35.525420242000294,0,0,1,1
95,3,-35.525420242000294,0,2,1,1
96,3,-35.525420242000294,0,2,1,1
97,3,-35.525420242000294,0,2,1,1
98,3,-35.525420242000294,0,1,1,1
99,3,-35.525420242000294,0,0,1,1
100,3,-35.525420242000294,1.1940298507462686,0,1,1
101,3,-35.525420242000294,1.0526315789473684,0,1,1
0,8,-29.525420242000287,2.2222222222222223,0,1,1
1,8,-29.525420242000287,0,1,1,1
2,8,-29.525420242000287,0,0,1,1
3,8,-29.525420242000287,0,1,1,1
4,8,-29.525420242000287,0,2,1,1
5,8,-29.525420242000287,2.2222222222222223,0,1,1
6,8,-29.525420242000287,0,2,1,1
7,8,-29.525420242000287,0,2,1,1
8,8,-29.525420242000287,2,0,1,1
9,8,-29.525420242000287,0,2,1,1
10,8,-29.525420242000287,0,1,1,1
11,8,-29.525420242000287,1.7391304347826086,0,1,1
12,8,-29.525420242000287,0,0,1,1
13,8,-29.525420242000287,1.9047619047619047,0,1,1
14,8,-29.525420242000287,0,0,1,1
15,8,-29.525420242000287,0,0,1,1
16,8,-29.525420242000287,0,2,1,1
17,8,-29.525420242000287,0,0,1,1
18,8,-29.525420242000287,0,0,1,1
19,8,-29.525420242000287,0,2,1,1
20,8,-29.525420242000287,0,0,1,1
21,8,-29.525420242000287,0,2,1,1
22,8,-29.525420242000287,0,0,1,1
23,8,-29.525420242000287,0,2,1,1
24,8,-29.525420242000287,0,0,1,1
25,8,-29.525420242000287,0,0,1,1
26,8,-29.525420242000287,0,0,1,1
27,8,-29.525420242000287,0,0,1,1
28,8,-29.525420242000287,0,0,1,1
29,8,-29.525420242000287,0,1,1,1
30,8,-29.525420242000287,0,0,1,1
31,8,-29.525420242000287,0,0,1,1
32,8,-29.525420242000287,0,2,1,1
33,8,-29.525420242000287,0,0,1,1
34,8,-29.525420242000287,0,2,1,1
35,8,-29.525420242000287,0,2,1,1
36,8,-29.525420242000287,0,0,1,1
37,8,-29.525420242000287,0,2,1,1
38,8,-29.525420242000287,0,0,1,1
39,8,-29.525420242000287,0,2,1,1
40,8,-29.525420242000287,0,1,1,1
41,8,-29.525420242000287,1.951219512195122,1,1,1
42,8,-29.525420242000287,0,0,1,1
43,8,-29.525420242000287,0,2,1,1
44,8,-29.525420242000287,0,1,1,1
45,8,-29.525420242000287,0,0,1,1
46,8,-29.525420242000287,2.1052631578947367,2,1,1
47,8,-29.525420242000287,0,0,1,1
48,8,-29.525420242000287,0,2,1,1
49,8,-29.525420242000287,0,1,1,1
50,8,-29.525420242000287,2.1621621621621623,1,1,1
51,8,-29.525420242000287,0,2,1,1
52,8,-29.525420242000287,0,0,1,1
53,8,-29.525420242000287,0,0,1,1
54,8,-29.525420242000287,0,0,1,1
55,8,-29.525420242000287,0,0,1,1
56,8,-29.525420242000287,0,2,1,1
57,8,-29.525420242000287,1.6326530612244898,2,1,1
58,8,-29.525420242000287,0,0,1,1
59,8,-29.525420242000287,1.7777777777777777,1,1,1
60,8,-29.525420242000287,0,0,1,1
61,8,-29.525420242000287,0,0,1,1
62,8,-29.525420242000287,1.8181818181818181,1,1,1
63,8,-29.525420242000287,0,0,1,1
64,8,-29.525420242000287,1.509433962264151,2,1,1
65,8,-29.525420242000287,0,2,1,1
66,8,-29.525420242000287,0,1,1,1
67,8,-29.525420242000287,0,0,1,1
68,8,-29.525420242000287,0,0,1,1
69,8,-29.525420242000287,0,0,1,1
70,8,-29.525420242000287,0,1,1,1
71,8,-29.525420242000287,0,2,1,1
72,8,-29.525420242000287,1.951219512195122,1,1,1
73,8,-29.525420242000287,0,1,1,1
74,8,-29.525420242000287,0,1,1,1
75,8,-29.525420242000287,0,1,1,1
76,8,-29.525420242000287,0,0,1,1
77,8,-29.525420242000287,0,1,1,1
78,8,-29.525420242000287,0,1,1,1
79,8,-29.525420242000287,0,0,1,1
80,8,-29.525420242000287,0,0,1,1
81,8,-29.525420242000287,1.702127659574468,0,1,1
82,8,-29.525420242000287,0,0,1,1
83,8,-29.525420242000287,0,0,1,1
84,8,-29.525420242000287,0,1,1,1
85,8,-29.525420242000287,0,0,1,1
86,8,-29.525420242000287,1.7391304347826086,0,1,1
87,8,-29.525420242000287,1.7391304347826086,0,1,1
88,8,-29.525420242000287,0,1,1,1
89,8,-29.525420242000287,0,1,1,1
90,8,-29.525420242000287,0,2,1,1
91,8,-29.525420242000287,0,2,1,1
92,8,-29.525420242000287,0,0,1,1
93,8,-29.525420242000287,2.051282051282051,0,1,1
94,8,-29.525420242000287,0,0,1,1
95,8,-29.525420242000287,0,2,1,1
96,8,-29.525420242000287,0,1,1,1
97,8,-29.525420242000287,0,1,1,1
98,8,-29.525420242000287,0,0,1,1
99,8,-29.525420242000287,0,2,1,1
100,8,-29.525420242000287,1.1940298507462686,0,1,1
101,8,-29.525420242000287,1.0526315789473684,0,1,1
0,11,34.952840627564925,2.2222222222222223,0,1,1
1,11,34.952840627564925,0,0,1,1
2,11,34.952840627564925,0,0,1,1
3,11,34.952840627564925,0,0,1,1
4,11,34.952840627564925,0,0,1,1
5,11,34.952840627564925,2.2222222222222223,0,1,1
6,11,34.952840627564925,0,0,1,1
7,11,34.952840627564925,0,0,1,1
8,11,34.952840627564925,2,0,1,1
9,11,34.952840627564925,0,0,1,1
10,11,34.952840627564925,0,0,1,1
11,11,34.952840627564925,1.7391304347826086,0,1,1
12,11,34.952840627564925,0,0,1,1
13,11,34.952840627564925,1.9047619047619047,0,1,1
14,11,34.952840627564925,0,0,1,1
15,11,34.952840627564925,0,0,1,1
16,11,34.952840627564925,0,0,1,1
17,11,34.952840627564925,0,0,1,1
18,11,34.952840627564925,0,0,1,1
19,11,34.952840627564925,0,0,1,1
20,11,34.952840627564925,0,0,1,1
21,11,34.952840627564925,0,0,1,1
22,11,34.952840627564925,0,0,1,1
23,11,34.952840627564925,0,0,1,1
24,11,34.952840627564925,0,0,1,1
25,11,34.952840627564925,0,0,1,1
26,11,34.952840627564925,0,0,1,1
27,11,34.952840627564925,0,0,1,1
28,11,34.952840627564925,0,0,1,1
29,11,34.952840627564925,0,0,1,1
30,11,34.952840627564925,0,0,1,1
31,11,34.952840627564925,0,0,1,1
32,11,34.952840627564925,0,0,1,1
33,11,34.952840627564925,0,0,1,1
34,11,34.952840627564925,0,0,1,1
35,11,34.952840627564925,0,0,1,1
36,11,34.952840627564925,0,0,1,1
37,11,34.952840627564925,0,0,1,1
38,11,34.952840627564925,0,0,1,1
39,11,34.952840627564925,0,0,1,1
40,11,34.952840627564925,0,0,1,1
41,11,34.952840627564925,1.951219512195122,0,1,1
42,11,34.952840627564925,0,0,1,1
43,11,34.952840627564925,0,0,1,1
44,11,34.952840627564925,0,0,1,1
45,11,34.952840627564925,0,0,1,1
46,11,34.952840627564925,2.1052631578947367,0,1,1
47,11,34.952840627564925,0,0,1,1
48,11,34.952840627564925,0,0,1,1
49,11,34.952840627564925,0,0,1,1
50,11,34.952840627564925,2.1621621621621623,0,1,1
51,11,34.952840627564925,0,0,1,1
52,11,34.952840627564925,0,0,1,1
53,11,34.952840627564925,0,0,1,1
54,11,34.952840627564925,0,0,1,1
55,11,34.952840627564925,0,0,1,1
56,11,34.952840627564925,0,0,1,1
57,11,34.952840627564925,1.6326530612244898,0,1,1
58,11,34.952840627564925,0,0,1,1
59,11,34.952840627564925,1.7777777777777777,0,1,1
60,11,34.952840627564925,0,0,1,1
61,11,34.952840627564925,0,0,1,1
62,11,34.952840627564925,1.8181818181818181,0,1,1
63,11,34.952840627564925,0,0,1,1
64,11,34.952840627564925,1.509433962264151,0,1,1
65,11,34.952840627564925,0,0,1,1
66,11,34.952840627564925,0,0,1,1
67,11,34.952840627564925,0,0,1,1
68,11,34.952840627564925,0,0,1,1
69,11,34.952840627564925,0,0,1,1
70,11,34.952840627564925,0,0,1,1
71,11,34.952840627564925,0,0,1,1
72,11,34.952840627564925,1.951219512195122,0,1,1
73,11,34.952840627564925,0,0,1,1
74,11,34.952840627564925,0,0,1,1
75,11,34.952840627564925,0,0,1,1
76,11,34.952840627564925,0,0,1,1
77,11,34.952840627564925,0,0,1,1
78,11,34.952840627564925,0,0,1,1
79,11,34.952840627564925,0,0,1,1
80,11,34.952840627564925,0,0,1,1
81,11,34.952840627564925,1.702127659574468,0,1,1
82,11,34.952840627564925,0,0,1,1
83,11,34.952840627564925,0,0,1,1
84,11,34.952840627564925,0,0,1,1
85,11,34.952840627564925,0,0,1,1
86,11,34.952840627564925,1.7391304347826086,0,1,1
87,11,34.952840627564925,1.7391304347826086,0,1,1
88,11,34.952840627564925,0,0,1,1
89,11,34.952840627564925,0,0,1,1
90,11,34.952840627564925,0,0,1,1
91,11,34.952840627564925,0,0,1,1
92,11,34.952840627564925,0,0,1,1
93,11,34.952840627564925,2.051282051282051,0,1,1
94,11,34.952840627564925,0,1,1,1
95,11,34.952840627564925,0,1,1,1
96,11,34.952840627564925,0,2,1,1
97,11,34.952840627564925,0,2,1,1
98,11,34.952840627564925,0,0,1,1
99,11,34.952840627564925,3.4782608695652173,0,1,1
100,11,34.952840627564925,1.1940298507462686,0,1,1
101,11,34.952840627564925,1.0526315789473684,0,1,1
0,66,-25.379797853982005,0,0,0,1
1,66,-25.379797853982005,0,1,0,1
2,66,-25.379797853982005,0,2,0,1
3,66,-25.379797853982005,0,2,0,1
4,66,-25.379797853982005,0,0,0,1
5,66,-25.379797853982005,2.5806451612903225,0,0,1
6,66,-25.379797853982005,0,0,0,1
7,66,-25.379797853982005,0,1,0,1
8,66,-25.379797853982005,0,0,0,1
9,66,-25.379797853982005,0,0,0,1
10,66,-25.379797853982005,3.2,1,0,1
11,66,-25.379797853982005,0,0,0,1
12,66,-25.379797853982005,0,1,0,1
13,66,-25.379797853982005,0,0,0,1
14,66,-25.379797853982005,0,0,0,1
15,66,-25.379797853982005,0,1,0,1
16,66,-25.379797853982005,0,1,0,1
17,66,-25.379797853982005,0,0,0,1
18,66,-25.379797853982005,0,0,0,1
19,66,-25.379797853982005,0,2,0,1
20,66,-25.379797853982005,0,0,0,1
21,66,-25.379797853982005,0,2,0,1
22,66,-25.379797853982005,0,0,0,1
23,66,-25.379797853982005,0,1,0,1
24,66,-25.379797853982005,0,0,0,1
25,66,-25.379797853982005,0,1,0,1
26,66,-25.379797853982005,0,1,0,1
27,66,-25.379797853982005,0,0,0,1
28,66,-25.379797853982005,0,0,0,1
29,66,-25.379797853982005,0,0,0,1
30,66,-25.379797853982005,0,2,0,1
31,66,-25.379797853982005,0,0,0,1
32,66,-25.379797853982005,0,2,0,1
33,66,-25.379797853982005,0,2,0,1
34,66,-25.379797853982005,0,1,0,1
35,66,-25.379797853982005,0,1,0,1
36,66,-25.379797853982005,0,2,0,1
37,66,-25.379797853982005,0,2,0,1
38,66,-25.379797853982005,0,0,0,1
39,66,-25.379797853982005,0,0,0,1
40,66,-25.379797853982005,0,0,0,1
41,66,-25.379797853982005,1.951219512195122,0,0,1
42,66,-25.379797853982005,0,0,0,1
43,66,-25.379797853982005,0,1,0,1
44,66,-25.379797853982005,0,1,0,1
45,66,-25.379797853982005,0,0,0,1
46,66,-25.379797853982005,2.1052631578947367,2,0,1
47,66,-25.379797853982005,0,2,0,1
48,66,-25.379797853982005,0,2,0,1
49,66,-25.379797853982005,0,1,0,1
50,66,-25.379797853982005,0,2,0,1
51,66,-25.379797853982005,2.5806451612903225,0,0,1
52,66,-25.379797853982005,2.5,2,0,1
53,66,-25.379797853982005,0,0,0,1
54,66,-25.379797853982005,2.857142857142857,0,0,1
55,66,-25.379797853982005,0,1,0,1
56,66,-25.379797853982005,2.962962962962963,0,0,1
57,66,-25.379797853982005,0,0,0,1
58,66,-25.379797853982005,0,2,0,1
59,66,-25.379797853982005,0,1,0,1
60,66,-25.379797853982005,0,1,0,1
61,66,-25.379797853982005,0,0,0,1
62,66,-25.379797853982005,0,2,0,1
63,66,-25.379797853982005,2.6666666666666665,0,0,1
64,66,-25.379797853982005,0,0,0,1
65,66,-25.379797853982005,0,1,0,1
66,66,-25.379797853982005,0,2,0,1
67,66,-25.379797853982005,3.076923076923077,0,0,1
68,66,-25.379797853982005,3.4782608695652173,0,0,1
69,66,-25.379797853982005,0,0,0,1
70,66,-25.379797853982005,0,0,0,1
71,66,-25.379797853982005,0,1,0,1
72,66,-25.379797853982005,2.3529411764705883,1,0,1
73,66,-25.379797853982005,0,1,0,1
74,66,-25.379797853982005,4.705882352941177,0,0,1
75,66,-25.379797853982005,0,1,0,1
76,66,-25.379797853982005,0,0,0,1
77,66,-25.379797853982005,0,0,0,1
78,66,-25.379797853982005,4.2105263157894735,0,0,1
79,66,-25.379797853982005,0,0,0,1
80,66,-25.379797853982005,0,1,0,1
81,66,-25.379797853982005,1.702127659574468,1,0,1
82,66,-25.379797853982005,0,1,0,1
83,66,-25.379797853982005,0,0,0,1
84,66,-25.379797853982005,0,1,0,1
85,66,-25.379797853982005,0,1,0,1
86,66,-25.379797853982005,0,0,0,1
87,66,-25.379797853982005,0,0,0,1
88,66,-25.379797853982005,0,0,0,1
89,66,-25.379797853982005,0,0,0,1
90,66,-25.379797853982005,3.6363636363636362,2,0,1
91,66,-25.379797853982005,0,1,0,1
92,66,-25.379797853982005,0,1,0,1
93,66,-25.379797853982005,0,1,0,1
94,66,-25.379797853982005,0,1,0,1
95,66,-25.379797853982005,0,0,0,1
96,66,-25.379797853982005,0,0,0,1
97,66,-25.379797853982005,0,2,0,1
98,66,-25.379797853982005,0,1,0,1
99,66,-25.379797853982005,0,1,0,1
100,66,-25.379797853982005,0,0,0,1
101,66,-25.379797853982005,1.0526315789473684,0,0,1
0,50,40.22865166801031,0,0,1,1
1,50,40.22865166801031,0,0,1,1
2,50,40.22865166801031,0,0,1,1
3,50,40.22865166801031,0,0,1,1
4,50,40.22865166801031,2.7586206896551726,0,1,1
5,50,40.22865166801031,0,0,1,1
6,50,40.22865166801031,0,0,1,1
7,50,40.22865166801031,2.6666666666666665,0,1,1
8,50,40.22865166801031,0,0,1,1
9,50,40.22865166801031,0,0,1,1
10,50,40.22865166801031,0,0,1,1
11,50,40.22865166801031,0,0,1,1
12,50,40.22865166801031,0,0,1,1
13,50,40.22865166801031,0,0,1,1
14,50,40.22865166801031,0,0,1,1
15,50,40.22865166801031,0,0,1,1
16,50,40.22865166801031,0,0,1,1
17,50,40.22865166801031,2.1052631578947367,0,1,1
18,50,40.22865166801031,2.1052631578947367,0,1,1
19,50,40.22865166801031,2.6666666666666665,0,1,1
20,50,40.22865166801031,0,0,1,1
21,50,40.22865166801031,0,0,1,1
22,50,40.22865166801031,0,0,1,1
23,50,40.22865166801031,0,0,1,1
24,50,40.22865166801031,3.2,0,1,1
25,50,40.22865166801031,0,0,1,1
26,50,40.22865166801031,0,0,1,1
27,50,40.22865166801031,0,0,1,1
28,50,40.22865166801031,3.2,0,1,1
29,50,40.22865166801031,0,0,1,1
30,50,40.22865166801031,0,0,1,1
31,50,40.22865166801031,0,0,1,1
32,50,40.22865166801031,2.962962962962963,0,1,1
33,50,40.22865166801031,0,0,1,1
34,50,40.22865166801031,0,0,1,1
35,50,40.22865166801031,0,0,1,1
36,50,40.22865166801031,3.6363636363636362,0,1,1
37,50,40.22865166801031,0,0,1,1
38,50,40.22865166801031,0,0,1,1
39,50,40.22865166801031,0,0,1,1
40,50,40.22865166801031,0,0,1,1
41,50,40.22865166801031,0,0,1,1
42,50,40.22865166801031,0,0,1,1
43,50,40.22865166801031,0,0,1,1
44,50,40.22865166801031,0,0,1,1
45,50,40.22865166801031,2.5,0,1,1
46,50,40.22865166801031,0,0,1,1
47,50,40.22865166801031,3.2,0,1,1
48,50,40.22865166801031,2.962962962962963,0,1,1
49,50,40.22865166801031,0,2,1,1
50,50,40.22865166801031,2.5806451612903225,0,1,1
51,50,40.22865166801031,2.5806451612903225,0,1,1
52,50,40.22865166801031,2.7586206896551726,2,1,1
53,50,40.22865166801031,0,2,1,1
54,50,40.22865166801031,2.857142857142857,2,1,1
55,50,40.22865166801031,0,0,1,1
56,50,40.22865166801031,2.962962962962963,0,1,1
57,50,40.22865166801031,0,0,1,1
58,50,40.22865166801031,0,0,1,1
59,50,40.22865166801031,0,2,1,1
60,50,40.22865166801031,0,2,1,1
61,50,40.22865166801031,0,2,1,1
62,50,40.22865166801031,0,2,1,1
63,50,40.22865166801031,2.6666666666666665,0,1,1
64,50,40.22865166801031,0,1,1,1
65,50,40.22865166801031,0,0,1,1
66,50,40.22865166801031,0,0,1,1
67,50,40.22865166801031,0,0,1,1
68,50,40.22865166801031,0,2,1,1
69,50,40.22865166801031,0,0,1,1
70,50,40.22865166801031,0,2,1,1
71,50,40.22865166801031,0,2,1,1
72,50,40.22865166801031,2.3529411764705883,0,1,1
73,50,40.22865166801031,0,0,1,1
74,50,40.22865166801031,0,0,1,1
75,50,40.22865166801031,0,2,1,1
76,50,40.22865166801031,0,0,1,1
77,50,40.22865166801031,2.4242424242424243,2,1,1
78,50,40.22865166801031,0,1,1,1
79,50,40.22865166801031,0,0,1,1
80,50,40.22865166801031,0,0,1,1
81,50,40.22865166801031,2.3529411764705883,0,1,1
82,50,40.22865166801031,0,2,1,1
83,50,40.22865166801031,0,2,1,1
84,50,40.22865166801031,0,0,1,1
85,50,40.22865166801031,0,0,1,1
86,50,40.22865166801031,0,1,1,1
87,50,40.22865166801031,2.4242424242424243,0,1,1
88,50,40.22865166801031,0,0,1,1
89,50,40.22865166801031,0,1,1,1
90,50,40.22865166801031,0,0,1,1
91,50,40.22865166801031,2.5806451612903225,0,1,1
92,50,40.22865166801031,0,1,1,1
93,50,40.22865166801031,0,0,1,1
94,50,40.22865166801031,2.051282051282051,0,1,1
95,50,40.22865166801031,0,0,1,1
96,50,40.22865166801031,2.4242424242424243,0,1,1
97,50,40.22865166801031,0,2,1,1
98,50,40.22865166801031,0,0,1,1
99,50,40.22865166801031,0,2,1,1
100,50,40.22865166801031,1.1940298507462686,0,1,1
101,50,40.22865166801031,1.0526315789473684,0,1,1
0,6,-26.944775080709967,2.2222222222222223,0,1,1
1,6,-26.944775080709967,0,2,1,1
2,6,-26.944775080709967,0,0,1,1
3,6,-26.944775080709967,0,1,1,1
4,6,-26.944775080709967,0,2,1,1
5,6,-26.944775080709967,2.2222222222222223,2,1,1
6,6,-26.944775080709967,0,1,1,1
7,6,-26.944775080709967,0,1,1,1
8,6,-26.944775080709967,2,2,1,1
9,6,-26.944775080709967,0,1,1,1
10,6,-26.944775080709967,0,0,1,1
11,6,-26.944775080709967,1.7391304347826086,2,1,1
12,6,-26.944775080709967,0,1,1,1
13,6,-26.944775080709967,1.9047619047619047,0,1,1
14,6,-26.944775080709967,0,1,1,1
15,6,-26.944775080709967,0,0,1,1
16,6,-26.944775080709967,0,2,1,1
17,6,-26.944775080709967,0,2,1,1
18,6,-26.944775080709967,0,2,1,1
19,6,-26.944775080709967,0,2,1,1
20,6,-26.944775080709967,0,1,1,1
21,6,-26.944775080709967,0,0,1,1
22,6,-26.944775080709967,0,2,1,1
23,6,-26.944775080709967,0,1,1,1
