"BehaviorSpace results (NetLogo 6.0.3)"
"challenge.nlogo"
"envy"
"05/27/2018 15:58:54:116 +1200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","max-payoff-high","n-ticks","p-start-low","n-history","n-investors","p-start-high","p-payoff-low","p-payoff-high","sigma-mutation","randomize-step","can-borrow","tau","n-predictors","max-payoff-low","n-coefficients","p-experiencers","envy-threshold","[step]","census POOL-STABLE","outgoings POOL-STABLE","census POOL-LOW","outgoings POOL-LOW","census POOL-HIGH","outgoings POOL-HIGH","mean [wealth] of investors","standard-deviation [wealth] of investors","mean [sum-squares-error] of investors"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","24","58","0.3615098351940457","13","1.1111111111111112","29","1.1576468173975871","-0.5799999999999996","9.259520068269897","137.45"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","55","40","0.7519146111112286","28","0.9948411741515188","32","0.720244372929789","9.739999999999998","12.77581052993003","26.38"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","80","56","0.4873657144349835","26","1.0309895189613187","18","0.8785070015935006","1.3899999999999992","19.861151508678574","56.53"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","25","57","0.4031897926634768","11","1.0666666666666667","32","1.1113409447016835","-0.23999999999999946","8.866399763736336","135.9"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","77","47","0.45311067285066847","35","0.7504932579480187","18","1.0374759734254726","7.9600000000000035","24.636796649563486","62.79"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","56","41","0.7733307700591553","28","1.0280965613477928","31","0.7534658155790843","11.74","13.08834744968847","22.92"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","26","58","0.38768249294565077","12","1.0256410256410258","30","1.17116116477726","0.11000000000000032","9.687882061442359","129.61"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","81","57","0.48134885376294667","23","1.0182612532951296","20","0.867661236141729","0.6999999999999998","19.934681273762784","65.45"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","78","45","0.4473015616602753","33","0.7408715495127877","22","1.0241749994071974","7.4","24.864005019258027","76.9"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","27","58","0.37332388209581185","10","0.9876543209876544","32","1.2203774179336577","0.4400000000000011","10.481315393414278","129.82"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","57","40","0.7597635635668893","29","1.0100597795697615","31","0.7855215935740181","12.1","12.87513854019975","21.03"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","79","45","0.441639516575968","34","0.731493428632879","21","1.011210758908372","6.859999999999998","25.11231982794031","76.47"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","82","56","0.4754787457902278","20","1.005843433132994","24","0.8570800015546347","0.11000000000000018","20.104392024884692","83.15"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","28","57","0.35999088630667575","9","0.9523809523809524","34","1.260826123595691","0.8100000000000004","11.456143500002737","124.43"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","58","39","0.7466641917812533","30","0.9926449557840759","31","0.771978117822742","11.61","13.064747426831312","20.33"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","83","55","0.4697500862023937","20","0.9937248375530784","25","0.8467537364756632","-0.4100000000000006","20.23872987028448","85.31"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","80","45","0.43611902261876845","34","0.722349760774968","21","0.9985706244220174","6.380000000000001","25.306647536547572","76.86"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","29","59","0.3475774074685145","10","1.1954022988505748","31","1.306337124895506","1.9600000000000006","13.12222418607805","128.25"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","59","39","0.7687763588914364","28","0.9758204650080745","33","0.7588937429443904","11.969999999999995","13.195546496222457","21.84"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","81","48","0.4513109688415819","32","0.7134318624937955","20","0.9862425920217455","6.559999999999994","25.07516035337678","80.2"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","30","61","0.37970734088076624","7","1.1555555555555557","32","1.2627925540656557","2.33","12.847015434556456","120.54"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","84","57","0.46415782327141286","20","0.9818947799631608","23","0.8366733348509529","-1.03","20.384190406852525","86.35"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","60","39","0.7559634195765791","29","0.9595567905912733","32","0.7462455138953172","11.409999999999991","13.405128470706586","17.86"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","31","60","0.3674587169813867","8","1.1182795698924732","32","1.2220573103861185","1.9799999999999998","13.053596132976896","97.05"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","82","48","0.4458071765386358","32","0.704731473926798","20","0.9742152433385535","6.029999999999996","25.26783414868385","58.84"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","85","57","0.45869714299763154","20","0.9703430766694765","23","0.826830119146824","-1.6000000000000005","20.520068770969928","81.99"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","61","39","0.7771981512438818","28","0.9438263514012524","33","0.7340119808806399","11.6","13.647355378450419","17.1"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","32","59","0.35597563207571836","9","1.3611111111111112","32","1.1838680194365523","2.2800000000000007","13.720306922807747","53.94"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","86","57","0.45336345528835675","20","0.9590600176384361","23","0.8576607092679681","-1.4300000000000004","21.098404064318157","75.74"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","83","47","0.44043600573696545","32","0.6962407332770776","21","1.0083755875094604","6.249999999999997","26.380864506117035","57.45"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","62","41","0.7646626971915611","31","0.9286033457334902","28","0.7221730779632102","11.099999999999998","13.814863930551677","37.9"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","33","56","0.3451884917097875","16","1.4713804713804715","28","1.147993230968778","2.609999999999999","14.866136122694707","104.14"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","87","58","0.44815238108964","19","0.9480363392747759","23","0.8478025401959226","-2.049999999999999","21.26199020496659","43.89"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","84","49","0.4351927199543825","28","0.6879521531190171","23","1.0377789837244098","6.559999999999999","27.442657635421288","69.55"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","34","53","0.3350358890124408","21","1.4281045751633987","26","1.1142287241755786","2.1899999999999995","15.0335182016739","117.47"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","63","44","0.7525251940615363","27","0.913863610086927","29","0.7107100132336355","10.579999999999993","14.063270879949158","46.95"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","88","58","0.45873372158666204","17","0.9907391348846214","25","0.8381684204209688","-0.98","21.568192115047","47.21"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","85","47","0.430072805601978","30","0.6798585983764405","23","1.0255698192100051","5.9599999999999955","27.644688793162686","49.43"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","35","54","0.3254634350406568","16","1.3873015873015873","30","1.0823936177705622","1.8299999999999996","15.25274090898715","135.75"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","64","43","0.7407669879043248","28","0.8995844911793187","29","0.742708617552722","10.839999999999998","13.856893203852316","46.75"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","89","58","0.4690772791511668","17","1.032482317109976","25","0.8287507977196097","0.09000000000000127","21.99509328511947","44.31"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","86","49","0.4440562969464258","31","0.6719532658371795","20","1.0136445887540748","6.229999999999997","27.380122582864924","50.41"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","36","52","0.31642278406730523","17","1.3487654320987654","31","1.0523271283880464","1.5","15.409864125369657","134.57"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","65","39","0.7293705727057967","29","0.9281850480789473","32","0.731282331128834","11.09999999999999","14.412480782285437","53.54"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","90","57","0.4794598512931519","17","1.0210102913643095","26","0.8195424555227251","0.3700000000000026","21.71925272768729","43.59"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","37","53","0.307870816930351","14","1.4667524667524667","33","1.023885854647829","1.8500000000000005","16.55309185798968","139.04"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","87","48","0.4389522015792255","33","0.6642296650804304","19","1.0019935015270165","5.709999999999999","27.54624431080771","51.13"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","66","37","0.7510795361824083","32","0.9141216382595693","31","0.7593029800706745","12.140000000000008","14.119218821742368","61.22"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","38","53","0.2997689533269207","17","1.4281537176274017","30","1.0671169286483249","2.2399999999999993","17.32164998501891","146.72"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","91","57","0.47419106171850184","17","1.0615033909420772","26","0.8443488359776741","1.3600000000000008","23.15089687985314","33.58"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","88","49","0.4525169840751944","32","0.6566816007045163","19","0.9906072117369367","5.929999999999999","27.28852400902202","37.12"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","39","52","0.29208256990828174","15","1.3915343915343914","33","1.0397549561188806","1.8700000000000003","17.529360883352766","147.99"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","92","57","0.4842923411773206","17","1.1011162057464152","26","0.8351711312387863","2.350000000000001","23.683488878105667","13.26"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","67","39","0.7398693938513277","28","0.9004780317183817","33","0.7479700997711123","11.610000000000003","14.285089220821606","71.87"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","89","49","0.4474325235799675","34","0.6493031557527802","17","0.9794767936275329","5.39","27.519983186895374","42"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","68","38","0.7289889615888081","29","0.8872357077225231","33","0.7726211633662787","11.88","14.04241931016049","71.82"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","40","53","0.28478050566057467","15","1.3567460317460316","32","1.0137610822159087","1.540000000000001","17.757895961853237","141.95"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","93","59","0.4790848966485322","20","1.132286999233013","21","0.8671534181020661","3.4900000000000024","25.097768164048468","36.13"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","90","46","0.4424610510957456","37","0.642088676244416","17","0.9685937181427826","4.909999999999998","27.737785593578753","48.42"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","41","53","0.27783463966885336","16","1.3236546651180796","31","0.989035202161862","1.190000000000001","17.914955920487156","142.67"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","69","35","0.7184239041744775","27","0.8743772192048054","38","0.791934815460894","12.149999999999999","14.00659656714455","88.9"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","94","58","0.4739882488118457","20","1.1202413928581936","22","0.8579283817392782","2.930000000000001","25.326797167041303","34.69"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","91","46","0.4567101652021947","36","0.6594527811452711","18","0.9579498311302245","5.96","27.64021425514757","46.35"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","42","54","0.2712195292005473","18","1.2921390778533635","28","0.9654867449675321","0.7000000000000007","18.12085540433816","151.86"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","70","34","0.7417741509215648","28","0.8618861160733081","38","0.7806214609543097","12.409999999999995","14.135306803233775","91.02"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","92","46","0.4517459242760839","36","0.6764394055048032","18","0.9475373329657656","6.170000000000001","28.038058176978375","46.26"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","95","58","0.4689988988243526","20","1.1084493781965283","22","0.8488975566683384","2.2800000000000016","25.48890940052925","34.61"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","43","56","0.26491209828890666","13","1.4052020331090096","31","1.0030485686029456","1.8600000000000012","19.826600628342604","123.77"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","93","46","0.4468884412193518","37","0.6691658635101279","17","0.9373487594930153","5.5799999999999965","28.30998353993009","46.52"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","71","35","0.7635197866228708","26","0.8497468750018531","39","0.7696267924901645","12.619999999999997","14.364930218954042","95.19"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","96","58","0.47848130972021957","20","1.1385696971736479","22","0.8400548737863766","3.2600000000000007","26.147988762887774","34.55"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","44","56","0.29135890124987307","13","1.373265623265623","31","1.0389030366185679","3.0400000000000005","20.149314737603223","90.5"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","45","56","0.2848842589998759","10","1.5205263871930537","34","1.0158163024714886","3.3400000000000056","21.38052910691012","80.33"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","72","36","0.7529153451419976","25","0.8379448350712718","39","0.7589375314833567","12.02","14.608567638548099","74.14"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","94","47","0.44213430886595445","36","0.6620470777281052","17","0.9774395424020382","5.769999999999999","29.500432372351355","31.31"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","97","58","0.4877682069893677","19","1.1268318652440228","23","0.8313945142628058","3.4800000000000035","25.81313033723114","35.2"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","46","44","0.2786911229346612","31","1.4874714657323351","25","0.9937333393742823","2.7600000000000033","21.61096000992361","450.76"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","95","48","0.4550241231585936","32","0.6813939505941252","20","0.9671507051135957","6.810000000000001","29.349723859823644","48.22"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","73","36","0.7730428366088499","25","0.8264661387004325","39","0.7485411269424888","12.209999999999997","15.00229955254863","63.36"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","98","59","0.49662702327916836","16","1.1663539890680632","25","0.8555639579948178","5.420000000000003","26.85875741329649","38.65"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","96","48","0.4502842885423582","32","0.6742960969421031","20","0.9987428852686625","7.1099999999999985","30.545355662726497","41.19"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","47","38","0.27276152457434927","21","1.4558231366742003","41","0.9725900768344039","2.3400000000000007","21.92256959321444","640.22"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","74","40","0.7625963117898114","25","0.8152976773666428","35","0.7384257063081309","11.77","15.21627599878976","76.6"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","99","50","0.4916105887005909","30","1.1545726356431334","20","0.8469218978130519","5.040000000000004","26.968242830335946","194"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","97","49","0.4456421824749112","31","0.6939491800797136","20","1.0296836802658929","8.16","31.90639222033973","38.47"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","48","37","0.2670789928123836","22","1.5012510637510637","41","0.9929781900710855","3.5100000000000025","22.67187216555509","636.67"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","75","41","0.7524283609659472","24","0.8044270416684209","35","0.7285800302240224","11.269999999999992","15.425475334528123","71.5"
"93","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","100","54","0.48669448281358496","29","1.143026909286702","17","0.8384526788349214","4.640000000000002","27.1029414059133","207.78"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","0","0","0","0","0","0","0","0","0","0"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","1","79","0","11","0","10","0","-0.34","0.4760952285695235","0"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","2","84","0.47619047619047616","8","0","8","0","0.27000000000000013","0.9866618891503229","8.59"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","98","49","0.44109481326598354","31","0.713201179887985","20","1.019176703936649","8.370000000000006","32.17858141599964","37.53"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","49","37","0.3057541595338077","22","1.4706132869398174","41","0.9727133290492266","3.800000000000001","22.4234804552802","628.14"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","3","78","0.31746031746031744","10","2.6666666666666665","12","0","0.16000000000000011","2.206536269541542","39.61"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","76","42","0.7425279877953427","24","0.8377021244534855","34","0.7189934508789695","11.589999999999998","15.942187598701675","64.3"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","4","11","0.23809523809523808","75","2","14","0","-0.5200000000000005","2.262707687671141","2155.28"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","50","35","0.2996390763431316","24","1.4412010212010211","41","0.9922834527121445","4.19","23.019676138726727","627.83"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","99","49","0.4531307551645543","33","0.7059971275658842","18","1.0537753679821822","9.419999999999998","33.00447035260242","37.34"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","5","20","0.19047619047619047","64","1.6","16","1","-0.570000000000002","2.712689969142597","2618.49"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","77","40","0.7328847671746239","26","0.8268228760839597","34","0.7096558735948271","11.02","16.15993365539656","55.41"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","6","13","0.15873015873015872","37","1.6936936936936935","50","0.8333333333333334","-0.41000000000000014","2.9300607118719864","3976.08"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","51","36","0.2937638003364035","22","1.484243425419896","42","0.9728269144236711","4.7","23.243552604924385","622.4"
"94","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","100","48","0.44859944761290876","32","0.6989371562902253","20","1.0432376143023605","8.959999999999994","33.20062520930656","34.16"
"98","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","0","0","0","0","0","0","0","0","0","0"
"98","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","1","80","0","10","0","10","8","-0.11","2.6242651689125625","0"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","7","17","0.13605442176870747","40","1.7374517374517373","43","0.7142857142857143","-0.34999999999999987","3.254340231249698","4157"
"98","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","2","24","0","9","4.444444444444445","67","4.597014925373134","0.8299999999999988","3.685762103945679","648.77"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","52","35","0.28811449648378035","27","1.4557002826233594","38","0.9541187045309082","4.329999999999998","23.445031454116116","631.32"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","78","40","0.7234888086211031","25","0.8162225828008319","35","0.7298617506732816","11.229999999999995","16.088428689834213","55.3"
"98","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","3","17","0","35","2.9629629629629632","48","3.0646766169154227","0.20999999999999996","3.7626308603385574","937.31"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","8","15","0.11904761904761904","45","1.5202702702702702","40","0.625","-1.0500000000000016","3.3025306443254476","4500.68"
"98","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","4","11","0","42","2.2222222222222223","47","2.7240393775801843","0.48999999999999966","4.029453331417028","1319.32"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","53","36","0.28267837390861467","24","1.4282342395549943","40","0.9361164648227779","3.9399999999999995","23.70744716629979","616.44"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","79","34","0.7441147879609701","26","0.8058906513729733","40","0.7206229943356451","11.489999999999995","16.35605325161812","53.03"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","9","15","0.10582010582010581","45","1.3513513513513513","40","0.7777777777777778","-0.7700000000000005","3.415904620800232","4563.87"
"98","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","5","9","0","32","2.2777777777777777","59","2.1792315020641473","0.7899999999999991","4.163983167560419","1426.42"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","54","35","0.2774435892066033","26","1.401785457341013","39","0.9187809747334671","3.4999999999999982","23.929879742230494","612.76"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","10","20","0.09523809523809523","44","1.2162162162162162","36","0.7","-1.3600000000000005","3.4249377761061255","4697.3"
"98","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","6","9","1.4814814814814816","35","1.8981481481481481","56","1.8160262517201229","0.8499999999999999","4.849135268055126","1577.63"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","80","36","0.7625911308892358","25","0.7958170182308112","39","0.7116152069064496","11.830000000000002","16.686107978182893","51.77"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","55","35","0.2723991603119378","22","1.3762984490257217","43","0.9359025045797508","3.880000000000003","24.589889935577464","614.34"
"98","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","7","21","1.26984126984127","33","1.9733044733044733","46","1.8050411350147635","1.7700000000000005","4.719777859821789","1800.23"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","11","28","0.08658008658008658","43","1.1056511056511056","29","0.6363636363636364","-1.8099999999999983","3.4869818681837956","4767.48"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","81","41","0.7531764255696156","24","0.8271443801456572","35","0.7028298339816786","12.179999999999996","17.28548663572021","57.63"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","56","34","0.3095516963147708","23","1.3517216910074052","43","0.9524125512172387","5.090000000000002","24.65889318339906","247.55"
"98","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","8","20","1.1111111111111112","36","1.7266414141414141","44","1.579410993137918","1.1699999999999995","4.8751662584143585","1878.62"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","12","26","0.07936507936507936","47","1.0135135135135134","27","0.5833333333333334","-2.3399999999999963","3.5259836744603446","4835.46"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","57","36","0.343107319576305","20","1.3280072753756964","44","0.9357035590906204","5.570000000000001","24.354646416468594","80.73"
"95","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","2","82","40","0.7439913472090106","26","0.817057253558515","34","0.6942587384453167","11.659999999999995","17.4531380374688","60.87"
"98","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","9","20","0.9876543209876544","36","1.5347923681257014","44","1.6059410848094626","1.3399999999999996","4.9856829844648125","1919.84"
"97","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","13","28","0.293040293040293","46","0.9355509355509355","26","0.5384615384615384","-2.2599999999999985","3.699099242930568","4699.9"
"96","80","100","0.1","10","100","0.1","0.5","0.25","0.1","false","true","1","10","40","10","0.25","3","58","36","0.3371916761353343","20","1.3740761154554257","44","0.9509187014887446","6.750000000000004","24.99259636902459","70.26"
