"BehaviorSpace results (NetLogo 6.0.3)"
"challenge.nlogo"
"cartel"
"05/21/2018 11:32:54:317 +1200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","max-payoff-high","n-ticks","can-borrow","p-start-low","p-experiencers","n-history","g-random-jump","tau-weight","n-investors","n-cartel","p-start-high","n-memory","p-payoff-low","sigma-mutation","p-payoff-high","randomize-step","tau","n-predictors","epsilon","max-payoff-low","epsilon-steady","n-coefficients","[step]","outgoings POOL-HIGH"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","65","1.6665556665556664"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","45","1.2447320290457544"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","30","0.7142857142857143"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","46","1.2176726371099773"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","66","1.199884106817215"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","66","1.6413048231230047"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","31","0.7987711213517665"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","47","1.1917647086608287"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","67","1.1819753888050177"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","32","0.7738095238095238"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","67","1.6168077362107212"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","48","1.1669362772303948"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","33","0.7503607503607503"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","68","1.2025440619298016"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","68","1.662235304103816"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","49","1.2451620674909991"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","34","0.7282913165266107"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","69","1.1851158871192249"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","69","1.6381449373776737"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","50","1.3143764732000025"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","35","0.7074829931972789"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","70","1.1681856601603788"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","51","1.342694987248143"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","36","0.6878306878306879"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","70","1.614742866843707"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","52","1.4073716673576244"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","71","1.2322152383874962"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","37","0.6692406692406693"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","71","1.5920000095642182"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","53","1.3808174849546504"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","38","0.6516290726817043"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","72","1.243591166344365"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","72","1.5698888983202708"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","54","1.3552467907888237"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","39","0.7203907203907204"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","73","1.22655567091499"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","73","1.5483835709460205"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","55","1.4345020439433127"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","40","0.7023809523809523"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","74","1.287200671501081"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","56","1.448568475698293"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","41","0.6852497096399536"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","74","1.5660695072459776"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","57","1.4816345258322412"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","75","1.2700379958810666"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","42","0.7482993197278912"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","75","1.545188580482698"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","58","1.4560891029730647"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","43","0.7308970099667774"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","76","1.2533269696194738"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","76","1.524857151792136"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","59","1.4314096266514873"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","44","0.7142857142857143"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","77","1.2370499959880519"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","77","1.505053812158472"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","60","1.4075527995406292"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","45","0.6984126984126985"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","78","1.281522205692579"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","61","1.3844781634825862"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","78","1.4857582504641325"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","46","0.6832298136645963"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","79","1.265300405620521"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","47","0.6686930091185411"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","62","1.3621478705231895"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","79","1.4669511840025613"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","80","1.2494841505502645"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","48","0.6547619047619048"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","63","1.3405264757529802"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","80","1.4920925550720945"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","49","0.641399416909621"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","81","1.2340584202965577"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","64","1.31958074956934"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","81","1.4736716593304637"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","50","0.6285714285714286"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","65","1.2992795072682732"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","82","1.2190089273661118"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","82","1.5070479356287443"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","51","0.6162464985994398"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","66","1.2795934541278449"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","83","1.204322072819532"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","52","0.6043956043956045"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","83","1.4888907315850246"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","84","1.1899849052859661"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","67","1.2604950443647427"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","53","0.5929919137466307"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","84","1.471165841923298"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","68","1.289017176065261"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","85","1.2208030100417055"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","54","0.5820105820105821"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","85","1.4538580084889063"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","69","1.270335767716489"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","86","1.2066076262040113"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","55","0.5714285714285715"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","86","1.4369526828088028"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","70","1.2521881138919677"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","56","0.5612244897959184"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","87","1.1927385730292526"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","87","1.4204359853052533"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","71","1.2345516615836303"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","57","0.5513784461152883"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","88","1.1791847256084655"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","88","1.4042946672904209"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","58","0.541871921182266"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","72","1.217405110728302"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","89","1.2087390973378516"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","89","1.3885160755231127"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","59","0.5326876513317191"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","73","1.2385176529053823"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","90","1.2475962446223328"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","60","0.5238095238095238"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","90","1.3730881191284114"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","74","1.2217809278661202"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","91","1.2338863957803292"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","61","0.5152224824355972"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","91","1.357999238698429"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","75","1.205490515494572"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","62","0.5606758832565284"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","92","1.220474587130543"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","92","1.3432383774082286"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","76","1.239754111468641"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","63","0.5517762660619803"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","93","1.2073512044732253"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","93","1.3793958395107335"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","77","1.2847687639552974"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","64","0.5431547619047619"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","78","1.2682973695456141"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","94","1.3647214156861514"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","94","1.1945070427235103"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","65","0.5347985347985348"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","79","1.2522429724627582"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","95","1.3503559270999814"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","95","1.2100034598176488"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","66","0.5266955266955267"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","80","1.2365899353069738"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","96","1.3362897195260233"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","67","0.5188343994314143"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","96","1.232121479333437"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","68","0.511204481792717"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","97","1.3225135368504972"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","81","1.2213233928957765"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","97","1.2194191960413399"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","69","0.5037957211870255"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","98","1.309018500760186"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","82","1.2064292051775354"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","98","1.2069761430205097"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","70","0.49659863945578225"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","83","1.1918939135488904"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","99","1.2957960916615983"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","71","0.4896042924211938"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","99","1.2284544984782149"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","84","1.177704700292356"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","100","1.2828381307449823"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","72","0.4828042328042328"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","100","1.2161699534934327"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","85","1.1638493508771517"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","73","0.5218525766470972"
"13","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","101","1.2701367631138438"
"17","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","0","0"
"17","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","1","0"
"14","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","101","1.2314417429603806"
"17","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","2","3.6363636363636362"
"18","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","0","0"
"18","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","1","0"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","86","1.2218725695163262"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","74","0.5148005148005148"
"17","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","3","2.4242424242424243"
"18","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","2","0"
"17","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","4","1.8181818181818181"
"18","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","3","2.6666666666666665"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","75","0.5079365079365079"
"18","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","4","2"
"17","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","5","1.4545454545454546"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","87","1.2320264843252735"
"17","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","6","1.2121212121212122"
"18","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","5","1.6"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","76","0.5012531328320802"
"17","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","7","1.0389610389610389"
"18","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","6","1.3333333333333333"
"15","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","0","9","0.1","40","2","9","88","1.2685312338720822"
"17","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","8","0.9090909090909091"
"18","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","7","1.959183673469388"
"16","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","77","0.49474335188620905"
"17","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","9","0.8080808080808081"
"18","80","100","true","0.1","0.1","10","false","0.95","100","1","0.1","1","0.5","0.1","0.25","false","1","9","0.1","40","2","9","8","1.7142857142857144"
